order_id,tanggal,kategori,kota,unit_terjual,harga_satuan,metode_pembayaran,rating
ORD-3785,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,11,20000,Transfer Bank,5.0
ORD-3786,2026-09-05T00:00:00.000000000,Olahraga,Solo,8,350000,E-Wallet,
ORD-3787,2026-09-29T00:00:00.000000000,Rumah Tangga,Semarang,4,200000,E-Wallet,
ORD-3788,2026-09-20T00:00:00.000000000,Olahraga,Solo,11,60000,Transfer Bank,
ORD-3789,2026-09-16T00:00:00.000000000,Elektronik,Kebumen,7,60000,COD,3.0
ORD-3790,2026-09-02T00:00:00.000000000,Rumah Tangga,Kebumen,2,90000,Transfer Bank,4.0
ORD-3791,2026-09-03T00:00:00.000000000,Rumah Tangga,Semarang,5,90000,E-Wallet,1.0
ORD-3792,2026-09-28T00:00:00.000000000,Fashion,Purworejo,1,45000,E-Wallet,3.0
ORD-3793,2026-09-15T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,9,200000,Kartu Kredit,
ORD-3794,2026-09-08T00:00:00.000000000,Rumah Tangga,Solo,7,45000,Kartu Kredit,4.0
ORD-3795,2026-09-02T00:00:00.000000000,Olahraga,Yogyakarta,6,45000,E-Wallet,4.0
ORD-3796,2026-09-06T00:00:00.000000000,Fashion,Kebumen,4,20000,Kartu Kredit,4.0
ORD-3797,2026-09-28T00:00:00.000000000,Fashion,Solo,11,350000,Transfer Bank,5.0
ORD-3798,2026-09-14T00:00:00.000000000,Rumah Tangga,Purworejo,3,125000,Kartu Kredit,
ORD-3799,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,1,45000,Kartu Kredit,4.0
ORD-3800,2026-09-24T00:00:00.000000000,Rumah Tangga,Semarang,5,60000,COD,3.0
ORD-3801,2026-09-01T00:00:00.000000000,Fashion,Semarang,1,20000,E-Wallet,5.0
ORD-3802,2026-09-06T00:00:00.000000000,Olahraga,Yogyakarta,1,200000,Transfer Bank,4.0
ORD-3803,2026-09-19T00:00:00.000000000,Fashion,Semarang,10,200000,COD,5.0
ORD-3804,2026-09-27T00:00:00.000000000,Olahraga,Magelang,6,45000,Kartu Kredit,4.0
ORD-3805,2026-09-14T00:00:00.000000000,Elektronik,Solo,11,45000,Transfer Bank,
ORD-3806,2026-09-03T00:00:00.000000000,Elektronik,Magelang,8,125000,COD,5.0
ORD-3807,2026-09-07T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,11,125000,COD,
ORD-3808,2026-09-23T00:00:00.000000000,Makanan & Minuman,Magelang,9,90000,E-Wallet,4.0
ORD-3809,2026-09-19T00:00:00.000000000,Fashion,Purworejo,4,60000,E-Wallet,5.0
ORD-3810,2026-09-09T00:00:00.000000000,Rumah Tangga,Magelang,1,45000,Kartu Kredit,4.0
ORD-3811,2026-09-08T00:00:00.000000000,Fashion,Semarang,10,350000,Kartu Kredit,4.0
ORD-3812,2026-09-28T00:00:00.000000000,Rumah Tangga,Solo,6,45000,Kartu Kredit,
ORD-3813,2026-09-02T00:00:00.000000000,Olahraga,Solo,10,45000,Transfer Bank,5.0
ORD-3814,2026-09-17T00:00:00.000000000,Fashion,Kebumen,1,125000,E-Wallet,3.0
ORD-3815,2026-09-14T00:00:00.000000000,Olahraga,Kebumen,6,20000,COD,
ORD-3816,2026-09-24T00:00:00.000000000,Rumah Tangga,Semarang,3,90000,E-Wallet,
ORD-3817,2026-09-03T00:00:00.000000000,Olahraga,Magelang,3,90000,Kartu Kredit,4.0
ORD-3818,2026-09-17T00:00:00.000000000,Fashion,Purworejo,8,350000,Kartu Kredit,
ORD-3819,2026-09-26T00:00:00.000000000,Fashion,Semarang,7,90000,Transfer Bank,5.0
ORD-3820,2026-09-24T00:00:00.000000000,Fashion,Kebumen,11,200000,E-Wallet,
ORD-3821,2026-09-11T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,1,350000,Transfer Bank,
ORD-3822,2026-09-26T00:00:00.000000000,Makanan & Minuman,Kebumen,5,125000,Kartu Kredit,3.0
ORD-3823,2026-09-27T00:00:00.000000000,Makanan & Minuman,Yogyakarta,8,125000,E-Wallet,1.0
ORD-3824,2026-09-26T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,8,125000,Transfer Bank,5.0
ORD-3825,2026-09-18T00:00:00.000000000,Makanan & Minuman,Magelang,6,350000,Kartu Kredit,4.0
ORD-3826,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,2,20000,Transfer Bank,3.0
ORD-3827,2026-09-25T00:00:00.000000000,Elektronik,Purworejo,7,45000,COD,4.0
ORD-3828,2026-09-02T00:00:00.000000000,Makanan & Minuman,Kebumen,3,200000,Kartu Kredit,5.0
ORD-3829,2026-09-12T00:00:00.000000000,Rumah Tangga,Purworejo,10,200000,E-Wallet,3.0
ORD-3830,2026-09-13T00:00:00.000000000,Rumah Tangga,Purworejo,11,200000,Kartu Kredit,
ORD-3831,2026-09-18T00:00:00.000000000,Olahraga,Magelang,4,60000,Transfer Bank,1.0
ORD-3832,2026-09-11T00:00:00.000000000,Fashion,Magelang,5,90000,Kartu Kredit,4.0
ORD-3833,2026-09-10T00:00:00.000000000,Fashion,Solo,11,20000,E-Wallet,3.0
ORD-3834,2026-09-23T00:00:00.000000000,Makanan & Minuman,Kebumen,3,20000,E-Wallet,5.0
ORD-3835,2026-09-18T00:00:00.000000000,Elektronik,Semarang,2,125000,Kartu Kredit,
ORD-3836,2026-09-25T00:00:00.000000000,Fashion,Solo,4,350000,Kartu Kredit,5.0
ORD-3837,2026-09-16T00:00:00.000000000,Elektronik,Solo,6,45000,COD,4.0
ORD-3838,2026-09-11T00:00:00.000000000,Makanan & Minuman,Yogyakarta,7,90000,Kartu Kredit,4.0
ORD-3839,2026-09-10T00:00:00.000000000,Fashion,Yogyakarta,8,20000,Transfer Bank,4.0
ORD-3840,2026-09-24T00:00:00.000000000,Elektronik,Yogyakarta,7,350000,Kartu Kredit,5.0
ORD-3841,2026-09-13T00:00:00.000000000,Olahraga,Magelang,7,125000,COD,5.0
ORD-3842,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,6,200000,E-Wallet,5.0
ORD-3843,2026-09-27T00:00:00.000000000,Makanan & Minuman,Purworejo,11,125000,E-Wallet,5.0
ORD-3844,2026-09-03T00:00:00.000000000,Olahraga,Solo,7,90000,Transfer Bank,5.0
ORD-3845,2026-09-30T00:00:00.000000000,Fashion,Solo,8,90000,Kartu Kredit,5.0
ORD-3846,2026-09-18T00:00:00.000000000,Fashion,Purworejo,4,125000,E-Wallet,5.0
ORD-3847,2026-09-11T00:00:00.000000000,Rumah Tangga,Solo,8,125000,E-Wallet,5.0
ORD-3848,2026-09-06T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,2,45000,Kartu Kredit,4.0
ORD-3849,2026-09-02T00:00:00.000000000,Fashion,Semarang,2,45000,E-Wallet,4.0
ORD-3850,2026-09-13T00:00:00.000000000,Rumah Tangga,Magelang,9,200000,E-Wallet,5.0
ORD-3851,2026-09-03T00:00:00.000000000,Rumah Tangga,Purworejo,3,350000,Transfer Bank,4.0
ORD-3852,2026-09-24T00:00:00.000000000,Fashion,Semarang,2,125000,Transfer Bank,5.0
ORD-3853,2026-09-16T00:00:00.000000000,Fashion,Kebumen,4,20000,COD,4.0
ORD-3854,2026-09-29T00:00:00.000000000,Fashion,Purworejo,9,60000,E-Wallet,
ORD-3855,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,1,45000,Kartu Kredit,
ORD-3856,2026-09-07T00:00:00.000000000,Makanan & Minuman,Kebumen,11,45000,Kartu Kredit,2.0
ORD-3857,2026-09-10T00:00:00.000000000,Rumah Tangga,Semarang,1,200000,COD,5.0
ORD-3858,2026-09-07T00:00:00.000000000,Fashion,Semarang,2,60000,COD,5.0
ORD-3859,2026-09-29T00:00:00.000000000,Makanan & Minuman,Solo,11,200000,E-Wallet,5.0
ORD-3860,2026-09-27T00:00:00.000000000,Olahraga,Semarang,8,350000,E-Wallet,4.0
ORD-3861,2026-09-04T00:00:00.000000000,Rumah Tangga,Kebumen,9,20000,COD,3.0
ORD-3862,2026-09-22T00:00:00.000000000,Olahraga,Semarang,8,90000,E-Wallet,5.0
ORD-3863,2026-09-30T00:00:00.000000000,Olahraga,Solo,6,125000,E-Wallet,3.0
ORD-3864,2026-09-26T00:00:00.000000000,Rumah Tangga,Kebumen,1,125000,Transfer Bank,3.0
ORD-3865,2026-09-15T00:00:00.000000000,Fashion,Kebumen,10,125000,E-Wallet,5.0
ORD-3866,2026-09-06T00:00:00.000000000,Olahraga,Yogyakarta,7,45000,Kartu Kredit,5.0
ORD-3867,2026-09-28T00:00:00.000000000,Olahraga,Yogyakarta,1,45000,Transfer Bank,5.0
ORD-3868,2026-09-19T00:00:00.000000000,Makanan & Minuman,Solo,6,45000,COD,5.0
ORD-3869,2026-09-30T00:00:00.000000000,Fashion,Yogyakarta,1,60000,COD,5.0
ORD-3870,2026-09-16T00:00:00.000000000,Olahraga,Kebumen,3,200000,Kartu Kredit,
ORD-3871,2026-09-02T00:00:00.000000000,Makanan & Minuman,Magelang,10,90000,Kartu Kredit,
ORD-3872,2026-09-12T00:00:00.000000000,Elektronik,Kebumen,8,20000,E-Wallet,5.0
ORD-3873,2026-09-29T00:00:00.000000000,Elektronik,Semarang,2,350000,Kartu Kredit,4.0
ORD-3874,2026-09-28T00:00:00.000000000,Rumah Tangga,Kebumen,3,45000,COD,5.0
ORD-3875,2026-09-04T00:00:00.000000000,Makanan & Minuman,Magelang,8,200000,E-Wallet,5.0
ORD-3876,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,5,60000,Kartu Kredit,3.0
ORD-3877,2026-09-27T00:00:00.000000000,Rumah Tangga,Magelang,11,200000,Kartu Kredit,1.0
ORD-3878,2026-09-12T00:00:00.000000000,Rumah Tangga,Magelang,11,350000,Transfer Bank,
ORD-3879,2026-09-05T00:00:00.000000000,Rumah Tangga,Yogyakarta,11,200000,Kartu Kredit,
ORD-3880,2026-09-03T00:00:00.000000000,Rumah Tangga,Solo,2,200000,E-Wallet,3.0
ORD-3881,2026-09-03T00:00:00.000000000,Fashion,Solo,1,60000,E-Wallet,3.0
ORD-3882,2026-09-21T00:00:00.000000000,Rumah Tangga,Yogyakarta,7,90000,Transfer Bank,4.0
ORD-3883,2026-09-30T00:00:00.000000000,Fashion,Semarang,1,60000,Kartu Kredit,5.0
ORD-3884,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,8,200000,E-Wallet,3.0
ORD-3885,2026-09-18T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,1,45000,Transfer Bank,3.0
ORD-3886,2026-09-13T00:00:00.000000000,Elektronik,Semarang,1,125000,E-Wallet,5.0
ORD-3887,2026-09-03T00:00:00.000000000,Rumah Tangga,Yogyakarta,1,200000,COD,4.0
ORD-3888,2026-09-07T00:00:00.000000000,Rumah Tangga,Yogyakarta,8,45000,E-Wallet,2.0
ORD-3889,2026-09-23T00:00:00.000000000,Makanan & Minuman,Kebumen,6,20000,E-Wallet,4.0
ORD-3890,2026-09-29T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,4,125000,Transfer Bank,4.0
ORD-3891,2026-09-21T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,4,20000,Kartu Kredit,5.0
ORD-3892,2026-09-02T00:00:00.000000000,Makanan & Minuman,Kebumen,10,20000,COD,1.0
ORD-3893,2026-09-07T00:00:00.000000000,Rumah Tangga,Purworejo,2,200000,COD,5.0
ORD-3894,2026-09-24T00:00:00.000000000,Makanan & Minuman,Solo,1,45000,COD,3.0
ORD-3895,2026-09-23T00:00:00.000000000,Olahraga,Solo,7,350000,E-Wallet,4.0
ORD-3896,2026-09-03T00:00:00.000000000,Makanan & Minuman,Purworejo,8,20000,Transfer Bank,5.0
ORD-3897,2026-09-19T00:00:00.000000000,Fashion,Solo,6,90000,Kartu Kredit,4.0
ORD-3898,2026-09-08T00:00:00.000000000,Rumah Tangga,Solo,5,60000,Transfer Bank,
ORD-3899,2026-09-17T00:00:00.000000000,Rumah Tangga,Purworejo,2,60000,Kartu Kredit,4.0
ORD-3900,2026-09-29T00:00:00.000000000,Fashion,Solo,9,350000,E-Wallet,4.0
ORD-3901,2026-09-30T00:00:00.000000000,Elektronik,Yogyakarta,9,45000,E-Wallet,4.0
ORD-3902,2026-09-14T00:00:00.000000000,Makanan & Minuman,Kebumen,9,350000,Kartu Kredit,5.0
ORD-3903,2026-09-05T00:00:00.000000000,Elektronik,Yogyakarta,2,125000,COD,3.0
ORD-3904,2026-09-20T00:00:00.000000000,Fashion,Yogyakarta,4,125000,Transfer Bank,5.0
ORD-3905,2026-09-07T00:00:00.000000000,Fashion,Kebumen,5,45000,COD,3.0
ORD-3906,2026-09-29T00:00:00.000000000,Makanan & Minuman,Solo,8,200000,COD,5.0
ORD-3907,2026-09-16T00:00:00.000000000,Makanan & Minuman,Magelang,2,200000,Transfer Bank,1.0
ORD-3908,2026-09-25T00:00:00.000000000,Kesehatan & Kecantikan,Solo,10,200000,COD,3.0
ORD-3909,2026-09-02T00:00:00.000000000,Elektronik,Semarang,1,45000,COD,1.0
ORD-3910,2026-09-13T00:00:00.000000000,Fashion,Yogyakarta,3,60000,COD,3.0
ORD-3911,2026-09-14T00:00:00.000000000,Olahraga,Solo,7,60000,E-Wallet,4.0
ORD-3912,2026-09-20T00:00:00.000000000,Rumah Tangga,Semarang,7,200000,Transfer Bank,5.0
ORD-3913,2026-09-24T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,4,350000,Transfer Bank,1.0
ORD-3914,2026-09-20T00:00:00.000000000,Fashion,Magelang,9,60000,E-Wallet,5.0
ORD-3915,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,5,60000,Kartu Kredit,5.0
ORD-3916,2026-09-28T00:00:00.000000000,Makanan & Minuman,Yogyakarta,11,60000,Transfer Bank,5.0
ORD-3917,2026-09-24T00:00:00.000000000,Olahraga,Magelang,8,60000,Kartu Kredit,4.0
ORD-3918,2026-09-28T00:00:00.000000000,Fashion,Kebumen,11,125000,Transfer Bank,3.0
ORD-3919,2026-09-10T00:00:00.000000000,Kesehatan & Kecantikan,Purworejo,3,60000,Kartu Kredit,4.0
ORD-3920,2026-09-01T00:00:00.000000000,Rumah Tangga,Solo,6,125000,Transfer Bank,3.0
ORD-3921,2026-09-02T00:00:00.000000000,Olahraga,Solo,3,45000,E-Wallet,5.0
ORD-3922,2026-09-13T00:00:00.000000000,Rumah Tangga,Solo,11,60000,Kartu Kredit,5.0
ORD-3923,2026-09-08T00:00:00.000000000,Makanan & Minuman,Solo,11,90000,Kartu Kredit,
ORD-3924,2026-09-21T00:00:00.000000000,Rumah Tangga,Kebumen,11,45000,COD,4.0
ORD-3925,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,2,125000,COD,5.0
ORD-3926,2026-09-06T00:00:00.000000000,Kesehatan & Kecantikan,Solo,6,60000,E-Wallet,4.0
ORD-3927,2026-09-08T00:00:00.000000000,Olahraga,Solo,2,200000,Transfer Bank,4.0
ORD-3928,2026-09-13T00:00:00.000000000,Makanan & Minuman,Magelang,5,90000,COD,
ORD-3929,2026-09-15T00:00:00.000000000,Makanan & Minuman,Semarang,1,45000,COD,
ORD-3930,2026-09-11T00:00:00.000000000,Rumah Tangga,Magelang,8,200000,COD,4.0
ORD-3931,2026-09-19T00:00:00.000000000,Makanan & Minuman,Purworejo,11,350000,Kartu Kredit,3.0
ORD-3932,2026-09-05T00:00:00.000000000,Kesehatan & Kecantikan,Solo,6,350000,E-Wallet,2.0
ORD-3933,2026-09-15T00:00:00.000000000,Rumah Tangga,Magelang,8,45000,E-Wallet,3.0
ORD-3934,2026-09-03T00:00:00.000000000,Elektronik,Magelang,5,45000,COD,4.0
ORD-3935,2026-09-30T00:00:00.000000000,Rumah Tangga,Kebumen,7,90000,Transfer Bank,4.0
ORD-3936,2026-09-22T00:00:00.000000000,Olahraga,Magelang,10,60000,Kartu Kredit,
ORD-3937,2026-09-18T00:00:00.000000000,Olahraga,Purworejo,3,350000,Kartu Kredit,1.0
ORD-3938,2026-09-12T00:00:00.000000000,Rumah Tangga,Yogyakarta,1,45000,Kartu Kredit,5.0
ORD-3939,2026-09-14T00:00:00.000000000,Makanan & Minuman,Yogyakarta,4,350000,COD,4.0
ORD-3940,2026-09-19T00:00:00.000000000,Kesehatan & Kecantikan,Semarang,5,20000,E-Wallet,3.0
ORD-3941,2026-09-03T00:00:00.000000000,Rumah Tangga,Solo,10,350000,Kartu Kredit,3.0
ORD-3942,2026-09-08T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,2,350000,E-Wallet,4.0
ORD-3943,2026-09-07T00:00:00.000000000,Elektronik,Magelang,5,125000,E-Wallet,
ORD-3944,2026-09-20T00:00:00.000000000,Fashion,Kebumen,6,20000,E-Wallet,
ORD-3945,2026-09-14T00:00:00.000000000,Rumah Tangga,Purworejo,8,90000,Transfer Bank,4.0
ORD-3946,2026-09-04T00:00:00.000000000,Rumah Tangga,Semarang,6,60000,COD,4.0
ORD-3947,2026-09-01T00:00:00.000000000,Olahraga,Solo,4,20000,COD,5.0
ORD-3948,2026-09-20T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,7,60000,Kartu Kredit,1.0
ORD-3949,2026-09-08T00:00:00.000000000,Elektronik,Purworejo,1,200000,Kartu Kredit,5.0
ORD-3950,2026-09-01T00:00:00.000000000,Makanan & Minuman,Magelang,9,350000,COD,
ORD-3951,2026-09-04T00:00:00.000000000,Makanan & Minuman,Magelang,1,90000,COD,5.0
ORD-3952,2026-09-06T00:00:00.000000000,Fashion,Solo,2,200000,E-Wallet,5.0
ORD-3953,2026-09-22T00:00:00.000000000,Makanan & Minuman,Yogyakarta,9,350000,COD,4.0
ORD-3954,2026-09-26T00:00:00.000000000,Fashion,Solo,8,125000,Transfer Bank,4.0
ORD-3955,2026-09-06T00:00:00.000000000,Fashion,Kebumen,5,350000,Kartu Kredit,4.0
ORD-3956,2026-09-12T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,1,90000,Transfer Bank,5.0
ORD-3957,2026-09-26T00:00:00.000000000,Elektronik,Purworejo,7,60000,Transfer Bank,5.0
ORD-3958,2026-09-30T00:00:00.000000000,Fashion,Solo,7,45000,Kartu Kredit,4.0
ORD-3959,2026-09-09T00:00:00.000000000,Elektronik,Semarang,2,60000,Transfer Bank,5.0
ORD-3960,2026-09-15T00:00:00.000000000,Rumah Tangga,Semarang,7,350000,Transfer Bank,4.0
ORD-3961,2026-09-05T00:00:00.000000000,Makanan & Minuman,Semarang,9,20000,Kartu Kredit,5.0
ORD-3962,2026-09-08T00:00:00.000000000,Fashion,Semarang,2,45000,COD,5.0
ORD-3963,2026-09-30T00:00:00.000000000,Makanan & Minuman,Purworejo,3,60000,Transfer Bank,5.0
ORD-3964,2026-09-13T00:00:00.000000000,Rumah Tangga,Kebumen,3,45000,Transfer Bank,4.0
ORD-3965,2026-09-10T00:00:00.000000000,Olahraga,Purworejo,8,350000,Transfer Bank,5.0
ORD-3966,2026-09-19T00:00:00.000000000,Fashion,Semarang,1,45000,Kartu Kredit,3.0
ORD-3967,2026-09-30T00:00:00.000000000,Makanan & Minuman,Solo,3,350000,Transfer Bank,
ORD-3968,2026-09-03T00:00:00.000000000,Fashion,Purworejo,8,45000,Kartu Kredit,4.0
ORD-3969,2026-09-10T00:00:00.000000000,Makanan & Minuman,Purworejo,1,350000,E-Wallet,
ORD-3970,2026-09-22T00:00:00.000000000,Olahraga,Yogyakarta,8,200000,COD,
ORD-3971,2026-09-22T00:00:00.000000000,Olahraga,Purworejo,2,20000,COD,5.0
ORD-3972,2026-09-16T00:00:00.000000000,Fashion,Yogyakarta,5,125000,Kartu Kredit,5.0
ORD-3973,2026-09-03T00:00:00.000000000,Rumah Tangga,Yogyakarta,4,200000,E-Wallet,5.0
ORD-3974,2026-09-29T00:00:00.000000000,Makanan & Minuman,Kebumen,6,90000,E-Wallet,
ORD-3975,2026-09-06T00:00:00.000000000,Makanan & Minuman,Kebumen,10,20000,Transfer Bank,4.0
ORD-3976,2026-09-05T00:00:00.000000000,Rumah Tangga,Yogyakarta,10,45000,Transfer Bank,4.0
ORD-3977,2026-09-22T00:00:00.000000000,Elektronik,Magelang,9,125000,E-Wallet,4.0
ORD-3978,2026-09-13T00:00:00.000000000,Rumah Tangga,Semarang,7,125000,E-Wallet,5.0
ORD-3979,2026-09-01T00:00:00.000000000,Fashion,Kebumen,9,125000,Kartu Kredit,5.0
ORD-3980,2026-09-15T00:00:00.000000000,Makanan & Minuman,Yogyakarta,9,200000,COD,5.0
ORD-3981,2026-09-15T00:00:00.000000000,Rumah Tangga,Magelang,11,20000,Kartu Kredit,
ORD-3982,2026-09-21T00:00:00.000000000,Kesehatan & Kecantikan,Magelang,1,200000,COD,
ORD-3983,2026-09-08T00:00:00.000000000,Kesehatan & Kecantikan,Solo,1,350000,COD,
ORD-3984,2026-09-08T00:00:00.000000000,Makanan & Minuman,Yogyakarta,3,20000,COD,
ORD-3985,2026-09-06T00:00:00.000000000,Elektronik,Yogyakarta,4,350000,COD,5.0
ORD-3986,2026-09-16T00:00:00.000000000,Olahraga,Magelang,4,45000,E-Wallet,5.0
ORD-3987,2026-09-15T00:00:00.000000000,Olahraga,Semarang,7,200000,E-Wallet,3.0
ORD-3988,2026-09-01T00:00:00.000000000,Kesehatan & Kecantikan,Kebumen,9,350000,Kartu Kredit,4.0
ORD-3989,2026-09-09T00:00:00.000000000,Elektronik,Solo,10,90000,Transfer Bank,5.0
ORD-3990,2026-09-14T00:00:00.000000000,Elektronik,Yogyakarta,1,350000,Kartu Kredit,4.0
ORD-3991,2026-09-09T00:00:00.000000000,Elektronik,Purworejo,7,90000,COD,4.0
ORD-3992,2026-09-14T00:00:00.000000000,Makanan & Minuman,Purworejo,3,350000,COD,
ORD-3993,2026-09-14T00:00:00.000000000,Olahraga,Semarang,11,90000,Transfer Bank,
ORD-3994,2026-09-29T00:00:00.000000000,Makanan & Minuman,Yogyakarta,3,350000,COD,
ORD-3995,2026-09-28T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,10,45000,Transfer Bank,3.0
ORD-3996,2026-09-06T00:00:00.000000000,Kesehatan & Kecantikan,Yogyakarta,10,200000,Transfer Bank,5.0
ORD-3997,2026-09-21T00:00:00.000000000,Fashion,Purworejo,1,200000,Kartu Kredit,1.0
ORD-3998,2026-09-06T00:00:00.000000000,Olahraga,Purworejo,11,125000,Kartu Kredit,4.0
ORD-3999,2026-09-16T00:00:00.000000000,Olahraga,Magelang,11,20000,COD,4.0
